Placa Video KP GT730 2Gb Ddr3 Nvidia Geforce 128bit Vga - Hdmi - Dvi - K-NUP ; R$ 443,19 ;  Data: 17/10/2022 
Placa de Vídeo PALIT GeForce RTX 3050 Dual, 8GB GDDR6, 128 Bits, Ray Tracing - NE63050019P1-190AD ; R$ 3.048,83 ;  Data: 17/10/2022 
Placa de vídeo Pcyes GTX 1650 Super 4GB GDDR6 128 Bit ; R$ 1.799,99 ;  Data: 17/10/2022 
Placa de Vídeo PCYes GT 740 4GB 128 Bits GDDR5 Pc Gamer PA740GT12804D5FZ ; R$ 999,00 ;  Data: 17/10/2022 
Placa de Vídeo PNY NVIDIA Quadro T400, 2GB GDDR6, 64 Bits - VCNT400-PB ; R$ 1.252,39 ;  Data: 17/10/2022 
Placa de Vídeo Zotac Gaming NVIDIA Geforce RTX 3050 Twin Edge, 8GB, LHR, Ray Tracing, VR Ready ; R$ 3.299,00 ;  Data: 17/10/2022 
Suporte de Placa de Vídeo VGA Nexxus 2, Vermelho - Liketec ; R$ 34,90 ;  Data: 17/10/2022 
Placa de video gt730 2gb nvidia knup ; R$ 635,60 ;  Data: 17/10/2022 
Placa de Vídeo Afox Radeon R5220 2GB DDR3 64 bits ; R$ 499,90 ;  Data: 17/10/2022 
Placa De Vídeo Galax Geforce Gtx 1660 6gb 192-bits Gddr5 ; R$ 1.874,38 ;  Data: 17/10/2022 
Placa de Vídeo AFOX R5 230 AFR5230 64 Bits 1024MB DDR3 PCI-E ; R$ 397,95 ;  Data: 17/10/2022 
Placa De Vídeo Pcwinmax Geforce Gt 740 4Gb 128 Bits ; R$ 974,38 ;  Data: 17/10/2022 
Placa Video 2gb Gt1030 Gainward Ddr4 64 Bits ; R$ 782,38 ;  Data: 17/10/2022 
Placa De Vídeo Afox Gt-240 1Gb Ddr3 128Bit ; R$ 514,56 ;  Data: 17/10/2022 
Placa De Vídeo Go Line Amd Radeon R5 230 1Gb Ddr3 Gl-R5-230-2Gb-Ddr3 X - Vila Brasil ; R$ 519,00 ;  Data: 17/10/2022 
Placa De Vídeo Afox 2Gb Geforce Gt420 Ddr3 - Af420-2048D3L2 ; R$ 803,31 ;  Data: 17/10/2022 
Placa De Vídeo Nvidia Geforce Gt-210 1Gb Hdmi 64Bits Ddr3 - Knup ; R$ 412,24 ;  Data: 17/10/2022 
Placa De Vídeo 2Gb Pcyes R5 230, Ddr3, 64 Bits - Pjr230Rlp - Pc Yes ; R$ 346,64 ;  Data: 17/10/2022 
Placa De Vídeo Pcwinmax Geforce Gt 740 4Gb 128 Bits ; R$ 748,58 ;  Data: 17/10/2022 
Placa De Vídeo Afox Radeon Afox R5-220 1Gb Ddr3 64Bit ; R$ 489,12 ;  Data: 17/10/2022 
Placa De Vídeo Arktek Radeon R5-230 1Gb Ddr3 Akr230D3S1G L1 ; R$ 514,56 ;  Data: 17/10/2022 
Placa de Video Palit Geforce Rtx 3060 Dual 12gb Gddr6 192 Bits - Ne63060019k9-190ad ; R$ 4.074,45 ;  Data: 17/10/2022 
Placa de Vídeo Galax Geforce RTX 2060 Super 26ISL6HP68LD ; R$ 3.999,99 ;  Data: 17/10/2022 
Placa de Vídeo GT730 Afox GeForce 2GB, DDR3, HDMI/DVI/VGA ; R$ 543,46 ;  Data: 17/10/2022 
Placa de Video Zotac Geforce Rtx 3060 Ti 8gb 256bits - Zt-a30610e-10mlhr ; R$ 7.515,41 ;  Data: 17/10/2022 
Placa de video asus geforce rtx 2060 12gb gddr6 128 bits - dual-rtx2060-o12g-evo ; R$ 4.151,33 ;  Data: 17/10/2022 
Placa de Vídeo Nvidia GeForce RTX 3070Ti OC 8GB GDDR6 37ISM6MD4COC GALAX ; R$ 5.492,61 ;  Data: 17/10/2022 
Placa de Vídeo PowerColor Red Dragon Radeon RX 550 2gb Ddr5 - Power Color ; R$ 1.057,90 ;  Data: 17/10/2022 
Placa de Video Nvidia GeForce RTX 3050 EX 8GB GDDR6 35NSL8MD6YEX - GALAX ; R$ 2.706,35 ;  Data: 17/10/2022 
Placa de Video ASUS Geforce GTX 1660 OC Phoenix 6GB DDR5 192 BITS - PH-GTX1660-O6G ; R$ 2.491,90 ;  Data: 17/10/2022 
Placa de Video Geforce GTX1050TI 4GB DDR5 128 Bits Grafitti - PCYES ; R$ 1.709,91 ;  Data: 17/10/2022 
Placa De Vídeo Arktek Gt-610 2Gb Ddr3 - Akn610D3S2Gl1 ; R$ 569,56 ;  Data: 17/10/2022 
Placa de video 1GB Series KP-GT210 DDR3 Nvidia Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa De Vídeo Afox Radeon R5-220 2Gb Ddr3 Afr5220-2048D3L5-V2 ; R$ 544,12 ;  Data: 17/10/2022 
Placa De Vídeo Afox Gt-610 2Gb Ddr3 - Af610-2048D3L7 ; R$ 579,88 ;  Data: 17/10/2022 
Placa de Video Galax Geforce Rtx 3080ti Sg 1-click Oc 12gb Gddr6x 384 Bits - 38iom5md99dd ; R$ 9.283,67 ;  Data: 17/10/2022 
Placa De Vídeo Arktek Geforce Gt420 Cyclops 2Gb 128Bit Ddr3 Hdmi Dvi-D Vga Akn X ; R$ 779,00 ;  Data: 17/10/2022 
Placa de Vídeo Gainward Nvidia RTX 3080 10Gb Phoenix GDDR6x 320 Bits NED3080019IA132AX ; R$ 6.318,00 ;  Data: 17/10/2022 
Placa de Vídeo pcwinmax Geforce GT 740 4GB 128 Bits ; R$ 719,10 ;  Data: 17/10/2022 
Placa de Vídeo pcwinmax Geforce GT 740 4GB 128 Bits ; R$ 719,10 ;  Data: 17/10/2022 
Placa De Vídeo 2G Gt730 Afox Ddr3 64Bit Hdmi Dvi ; R$ 860,38 ;  Data: 17/10/2022 
Placa de Video Geforce GT1030 2GB DDR5 64 Bits Pcyes ; R$ 989,91 ;  Data: 17/10/2022 
Placa de Vídeo MSI RTX 3060TI Twin Fan OC Edition 8Gb ; R$ 5.260,90 ;  Data: 17/10/2022 
Placa De Vídeo Asus Rtx-2060 12 Gb Dual - Rtx2060 -O12G-Evo ; R$ 7.104,25 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Geforce Nvidia DDR3 HDMI - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de Video PNY Nvidia Quadro T1000 8GB, GDDR6, 128 Bits, Low Profile - VCNT10008GB-PB ; R$ 4.250,51 ;  Data: 17/10/2022 
Placa de Vídeo Galax RTX 3080 Serious Gaming, 10GB, LHR, RGB, DLSS, Ray Tracing - 38NWM3MD99RG - Nvidia ; R$ 7.980,00 ;  Data: 17/10/2022 
Placa de Vídeo Galax Geforce RTX 3070 Ti 1-Click OC LHR 8GB 256bit GDDR6X 37ISM6MD4COC ; R$ 6.130,81 ;  Data: 17/10/2022 
Placa de Vídeo AMD PowerColor RX6700 XT Red Devil 12GB GDDR6 ; R$ 4.959,99 ;  Data: 17/10/2022 
Placa de Vídeo PCYes R5 230 2GB DDR3 64 Bits - PA230R502D3LW ; R$ 699,99 ;  Data: 17/10/2022 
Placa De Video Colorful Geforce Gt 730 2Gb Ddr3 2Gd3-V - Nvidia ; R$ 658,64 ;  Data: 17/10/2022 
Placa de Vídeo NVIDIA GeForce GTX 1660 TI OC 6GB GDDR6 Pci-E 3.0 60IRL7DSY91C GALAX ; R$ 2.269,48 ;  Data: 17/10/2022 
Placa de video radeon r5 220 2gb gddr3 afr5220-2048d3l9-v2 * - GEFORCE ; R$ 622,00 ;  Data: 17/10/2022 
Placa de Video Zotac Geforce RTX 3060 12GB 192BITS - ZT-A30600E-10M ; R$ 5.966,57 ;  Data: 17/10/2022 
Placa De Vídeo Msi Rtx-2060 6Gb Ventus Gp Oc ; R$ 4.478,00 ;  Data: 17/10/2022 
Placa de Vídeo Asus TUF-GTX1660SO6GGAME 6GB 90YV0DT2M0NA00I ; R$ 3.055,42 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 8.795,63 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce HDMI - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de Vídeo GALAX 2GB GeForce GT730 DDR3 - 73GPF4HX003Q (2021) ; R$ 698,40 ;  Data: 17/10/2022 
Placa de video 12gb gddr6 nvidia quadro rtx a200 4x mini-dp - PNY ; R$ 7.999,00 ;  Data: 17/10/2022 
Placa de video KP-GT210 1GB HDMI DDR3 Nvidia Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de Vídeo Galax GeForce RTX 3070 Ti 8GB 1-Click OC GDDR6 LHR - 37ISM6MD4COC ; R$ 5.738,21 ;  Data: 17/10/2022 
Placa de Video Palit Geforce GTX 1050 TI STORMX 4096MB GDDR5 128BITS * - NE5105T018G1-1070F - ALBA Eletronicos ; R$ 1.525,61 ;  Data: 17/10/2022 
Placa De Vídeo Colorful Gt-730K - 2Gb - Gddr3 - Hdmi Dvi Vga ; R$ 1.037,06 ;  Data: 17/10/2022 
Placa de Vídeo Colorful 2GB GeForce GT730 GDDR3 - GT730K-2GD3-V ; R$ 749,91 ;  Data: 17/10/2022 
Placa de Vídeo Zotac NVIDIA GeForce RTX3070 ZT-A30710D-10P i ; R$ 7.557,23 ;  Data: 17/10/2022 
Placa De Vídeo 12Gb Rtx3060 Gainward - Vila Brasil ; R$ 6.279,25 ;  Data: 17/10/2022 
Placa De Vídeo Pcwinmax Geforce Gt 740 4Gb 128 Bits ; R$ 931,90 ;  Data: 17/10/2022 
Placa De Vídeo Pcwinmax Geforce Gt 740 4Gb 128 Bits ; R$ 933,10 ;  Data: 17/10/2022 
Placa De Vídeo Colorful 2Gb Geforce Gt730 Gddr3 - Gt730K-2Gd3-V ; R$ 1.123,00 ;  Data: 17/10/2022 
Placa de video galax 1660ti 6gb gddr6 192 bits 60irl7dsy91c ; R$ 2.699,91 ;  Data: 17/10/2022 
Placa de Video Power Color Radeon AXRX 6600 8GB GDDR6 - AXRX 6600 8GBD6-3DH ; R$ 4.840,30 ;  Data: 17/10/2022 
Placa De Vídeo Afox Geforce Gt730 4Gb Ddr3 128 Bits ; R$ 666,13 ;  Data: 17/10/2022 
Placa de Vídeo Pcyes nvidia Geforce GT 740 4GB GDDR5 128Bits ; R$ 899,10 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce Series - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Nvidia Geforce HDMI - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de video 1GB Nvidia KP-GT210 HDMI DDR3 Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de Video Colorful GeForce GT 730K 2GB GDDR3 64bit - Nvidia ; R$ 622,20 ;  Data: 17/10/2022 
Placa de Video Galax Geforce Gtx 1660 Ti Oc 6gb Gddr6 192 Bits - 60irl7dsy91c ; R$ 2.458,50 ;  Data: 17/10/2022 
Placa de video geforce rtx 3070 ti 1-click oc, 8gb, gddr6x, 256-bit, galax 37ism6md4coc ; R$ 7.455,00 ;  Data: 17/10/2022 
Placa de Video 4Gb DDR5 GT740 128bit Vga/Dvi/Hdmi PA740GT12804D5FZ PcYes ; R$ 869,57 ;  Data: 17/10/2022 
Placa De Video Gainward 6gb Nv Gtx1660 Super Ghost G6 ; R$ 2.999,00 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 DDR3 Series Nvidia Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de video Geforce Nvidia 1GB KP-GT210 DDR3 HDMI - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa De Video Geforce RTX 3050 Gaming Oc 8GB GDDR6 GV-N3050GAMING OC-8GD G10 GIGABYTE ; R$ 3.283,32 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Series DDR3 Nvidia Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de video 1GB DDR3 Nvidia Geforce KP-GT210 HDMI - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti Gaming, 12GB GDDR6X, RGB, DLSS ; R$ 8.795,63 ;  Data: 17/10/2022 
Placa De Vídeo Amd Pcyes Radeon Rx550 4gb Com 2 Fans - pc yes ; R$ 1.222,00 ;  Data: 17/10/2022 
Placa de video 1GB KP-GT210 Nvidia DDR3 HDMI Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa de video Nvidia 1GB KP-GT210 DDR3 HDMI Geforce - K-NUP ; R$ 1.077,57 ;  Data: 17/10/2022 
Placa De Vídeo Colorful Geforce Rtx 3050 Ultra White Oc Edicao Especial Ano Novo ; R$ 4.804,56 ;  Data: 17/10/2022 
Placa De Video Gigabyte Gtx1660 Super Oc 6gb Gddr5 192bits ; R$ 2.699,00 ;  Data: 17/10/2022 
Placa De Video Amd Radeon Rx550 4gb Gddr5 128bits Pcyes ; R$ 1.169,91 ;  Data: 17/10/2022 
Placa De Vídeo Gainward, Geforce, Gt 1030, 2g, Gddr4, 64 Bit, Nec103000646-1082f ; R$ 770,90 ;  Data: 17/10/2022 
Placa de Video Nividia GT740 4GB GDDR5 128 Bits PCI-E 3.0 PCYES ; R$ 1.079,91 ;  Data: 17/10/2022 
Placa De Vídeo Afox Gt-730 4Gb Ddr3 128Bit Hdmi Dvi Vga ; R$ 1.191,75 ;  Data: 17/10/2022 
Placa De Video Amd Radeon Rx550 4GB Gddr5 128bits Dual Fan - PCYES ; R$ 1.196,91 ;  Data: 17/10/2022 
Placa de video afox geforce gt740 4gb gddr5 128 bits - hdmi - dvi - vga - af740-4096d5h2-v2 ; R$ 1.052,03 ;  Data: 17/10/2022 
